   1.2987778   1.4327164   1.3882564
   1.5794954   1.8210024   2.1841104
   1.6404434   1.9747812   2.9655702
   1.6908550   2.0647004   3.3290738
   1.7507724   2.1559744   3.4171474
   1.7586790   2.2020510   3.4497238
   1.7611338   2.2484878   3.4046532
   1.8054554   2.2359332   3.3062074
   1.7423268   2.1737906   3.1235630
   1.5194712   1.8957474   2.7240374
   1.0940190   1.3649382   1.9613070
   0.2730996   0.3407290   0.4896002
   0.0000000   0.0000000   0.0000000
   0.0000000   0.0000000   0.0000000
   0.0000000   0.0000000   0.0000000
   0.0000000   0.0000000   0.0000000
