  2.0627  2.4311  3.6269
  4.5305  4.6310  5.8061
  8.0443  6.8469  8.6513
  7.4658  7.9973 14.1007
  9.9606  9.7381 17.6041
  7.3159  9.8151 18.9744
  6.0664  8.6300 19.3021
  4.7856  8.0845 17.8854
  3.3317  6.0714 16.3821
  1.2315  3.3683 11.1548
  0.6215  1.5526  5.1771
  0.2471  0.7739  3.0836
  0.4209  0.2717  1.2188
  0.0424  0.1139  1.6647
  0.0000  0.0000  0.4292
  0.0000  0.0000  0.0000
